Query,Expected Article (URL),Match Found,Rank (if found),Top Results (URLs),Top Result Titles,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10,MRR
how to change question font size,https://help.surveymonkey.com/en/surveymonkey/create/question-size-layout/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/create/question-size-layout/; https://help.surveymonkey.com/en/surveymonkey/create/formatting-text/; https://help.surveymonkey.com/en/wufoo/themes/form-fonts/; https://help.surveymonkey.com/en/surveymonkey/teams/custom-css/; https://help.surveymonkey.com/en/wufoo/build/field-size/; https://help.surveymonkey.com/en/apply/build/ranking-question/; https://help.surveymonkey.com/en/surveymonkey/create/editing-questions/; https://help.surveymonkey.com/en/apply/build/text-response/; https://help.surveymonkey.com/en/apply/build/text-validation/; https://help.surveymonkey.com/en/apply/build/rating-scale-question/,Changing the Question Size and Layout; Formatting Text; Changing the Font on Your Form; Use CSS to Style Your Survey; Adjusting Field Sizes; Ranking Question; Adding and Editing Questions; Text Response Question; How to Add Validation to a Text Response Question; Rating Scale Question,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
export results by question,https://help.surveymonkey.com/en/surveymonkey/analyze/exporting-individual-questions/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/analyze/exporting-individual-questions/; https://help.surveymonkey.com/en/surveymonkey/analyze/pdf-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/spss-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/export-examples/; https://help.surveymonkey.com/en/surveymonkey/analyze/csv-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/xls-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/troubleshooting-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/ppt-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/finding-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/analyzing-results/,Exporting an Individual Question; PDF Exports | SurveyMonkey Help; SPSS Exports; Export Examples; CSV Exports; XLS (Excel) Exports; Troubleshooting Exports; PPT (PowerPoint) Exports; Where do my exports go after I download them?; How to Analyze Results,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
how do I view individual responses,https://help.surveymonkey.com/en/surveymonkey/analyze/individual-responses/,True,2.0,https://help.surveymonkey.com/en/surveymonkey/analyze/viewing-comments/; https://help.surveymonkey.com/en/surveymonkey/analyze/individual-responses/; https://help.surveymonkey.com/en/getfeedback/insights/responses-explorer/; https://help.surveymonkey.com/en/surveymonkey/analyze/analyzing-results/; https://help.surveymonkey.com/en/surveymonkey/analyze/response-statuses/; https://help.surveymonkey.com/en/surveymonkey/analyze/out-of-order-responses/; https://help.surveymonkey.com/en/surveymonkey/analyze/response-ids/; https://help.surveymonkey.com/en/surveymonkey/send/editing-survey-responses/; https://help.surveymonkey.com/en/surveymonkey/manage/deleting-responses/; https://help.surveymonkey.com/en/surveymonkey/analyze/pdf-exports/,Viewing a Specific Comment in the Analysis; Viewing Individual Responses; Responses Explorer; How to Analyze Results; Survey Response Statuses; Responses Are Out of Order; Does each respondent get assigned a response ID?; Editing Survey Responses; Clearing or Deleting Responses; PDF Exports | SurveyMonkey Help,0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,0.5
filter responses by custom variable,https://help.surveymonkey.com/en/surveymonkey/analyze/filter-rules/,True,9.0,https://help.surveymonkey.com/en/getfeedback/builder/custom-variables/; https://help.surveymonkey.com/en/surveymonkey/send/custom-variables/; https://help.surveymonkey.com/en/getfeedback/insights/workspaces-metadata-filter/; https://help.surveymonkey.com/en/getfeedback/insights/filter-results/; https://help.surveymonkey.com/en/getfeedback/insights/workspaces-choice-filter/; https://help.surveymonkey.com/en/getfeedback/insights/viewing-responses/; https://help.surveymonkey.com/en/getfeedback/insights/workspaces-score-filter/; https://help.surveymonkey.com/en/surveymonkey/analyze/individual-responses/; https://help.surveymonkey.com/en/surveymonkey/analyze/filter-rules/; https://help.surveymonkey.com/en/surveymonkey/analyze/filtering-open-ended-comments/,Custom Variables; Custom Variables; Filtering by Metadata in Workspaces; Filtering Your Results; Filtering by Choice Questions in Workspaces; Viewing and Managing Responses; Filtering by Score Questions in Workspaces; Viewing Individual Responses; Filtering Survey Results; Filtering by Open-Ended Comments or Text,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1111111111111111
how to switch from monthly to yearly billing,https://help.surveymonkey.com/en/surveymonkey/billing/monthly-payment-option/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/billing/monthly-payment-option/; https://help.surveymonkey.com/en/surveymonkey/billing/invoice-billing/; https://help.surveymonkey.com/en/surveymonkey/billing/auto-renew/; https://help.surveymonkey.com/en/wufoo/account/billing-info/; https://help.surveymonkey.com/en/surveymonkey/billing/billing-currency/; https://help.surveymonkey.com/en/surveymonkey/billing/automatic-renewals/; https://help.surveymonkey.com/en/surveymonkey/billing/upgrading/; https://help.surveymonkey.com/en/getfeedback/account/changing-your-plan/; https://help.surveymonkey.com/en/wufoo/account/upgrade-your-plan/; https://help.surveymonkey.com/en/surveymonkey/billing/payment-methods/,Monthly Payment Option; How to Pay by Invoice; Auto-Renew; Your Billing Information; Billing Currency; Why was I charged again?; How to Sign Up or Upgrade; Changing your Plan; How to Sign Up or Upgrade; Payment Methods,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
can I copy questions from one survey to another,https://help.surveymonkey.com/en/surveymonkey/manage/copying-surveys/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/manage/copying-surveys/; https://help.surveymonkey.com/en/surveymonkey/create/copying-moving-questions/; https://help.surveymonkey.com/en/surveymonkey/manage/sending-survey-copies/; https://help.surveymonkey.com/en/surveymonkey/manage/merging-surveys/; https://help.surveymonkey.com/en/surveymonkey/create/bulk-answer-choices/; https://help.surveymonkey.com/en/surveymonkey/send/saving-surveys/; https://help.surveymonkey.com/en/surveymonkey/create/answering-multiple-times/; https://help.surveymonkey.com/en/surveymonkey/send/web-link-collector/; https://help.surveymonkey.com/en/surveymonkey/create/importing-surveys/; https://help.surveymonkey.com/en/surveymonkey/manage/transferring-surveys/,Copying a Survey | SurveyMonkey Help; Copying or Moving Questions; Sending a Copy of a Survey to Another Account; Can I merge surveys or survey results?; Adding Answer Choices in Bulk; Can a survey be saved and finished later?; Can a respondent fill out the same question or page multiple times?; Creating a Web Link for Your Survey | SurveyMonkey Help; Can I upload or import a survey?; Transferring Surveys to Another Account,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
can I integrate SurveyMonkey with Mailchimp,https://help.surveymonkey.com/en/surveymonkey/integrations/mailchimp-integration/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/integrations/mailchimp-integration/; https://help.surveymonkey.com/en/surveymonkey/integrations/zapier/; https://help.surveymonkey.com/en/surveymonkey/integrations/zendesk-integration/; https://help.surveymonkey.com/en/apply/advanced/salesforce-integration/; https://help.surveymonkey.com/en/surveymonkey/create/importing-surveys/; https://help.surveymonkey.com/en/surveymonkey/integrations/marketo-integration/; https://help.surveymonkey.com/en/surveymonkey/integrations/surveymonkey-api/; https://help.surveymonkey.com/en/surveymonkey/integrations/surveymonkey-salesforce-app/; https://help.surveymonkey.com/en/surveymonkey/integrations/hootsuite-integration/; https://help.surveymonkey.com/en/surveymonkey/integrations/salesforce-reminder-emails/,Sending Surveys via Mailchimp; Using Zapier with SurveyMonkey; Zendesk Integration; How to Add a Salesforce Integration; Can I upload or import a survey?; Marketo Integration; SurveyMonkey API; Using SurveyMonkey for Salesforce; HootSuite Integration; SurveyMonkey for Salesforce: Sending Reminder Emails,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
can I add a reward for my survey,https://help.surveymonkey.com/en/surveymonkey/create/adding-rewards/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/create/adding-rewards/; https://help.surveymonkey.com/en/surveymonkey/site/rewards-faq/; https://help.surveymonkey.com/en/surveymonkey/send/custom-thank-you/; https://help.surveymonkey.com/en/surveymonkey/create/adding-hyperlinks/; https://help.surveymonkey.com/en/surveymonkey/create/survey-branding/; https://help.surveymonkey.com/en/surveymonkey/solutions/surveymonkey-contribute/; https://help.surveymonkey.com/en/surveymonkey/create/inserting-additional-text/; https://help.surveymonkey.com/en/surveymonkey/create/adding-logos/; https://help.surveymonkey.com/en/surveymonkey/send/survey-completion-issue/; https://help.surveymonkey.com/en/getfeedback/channels/email-embed/,Can I add a reward to my survey?; SurveyMonkey Rewards FAQs; Adding a Custom Thank You; Adding a Hyperlink; Branding Your Survey; SurveyMonkey Contribute; Inserting Additional Text; Adding or Editing a Logo to Your Survey Design; Survey Takers Canât Complete My Survey; One-touch Surveys,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
make responses anonymous,https://help.surveymonkey.com/en/surveymonkey/send/anonymous-responses/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/send/anonymous-responses/; https://help.surveymonkey.com/en/surveymonkey/send/tracking-respondents/; https://help.surveymonkey.com/en/surveymonkey/analyze/individual-responses/; https://help.surveymonkey.com/en/surveymonkey/manage/deleting-responses/; https://help.surveymonkey.com/en/getfeedback/account/anonymous-feedback/; https://help.surveymonkey.com/en/surveymonkey/teams/enterprise-settings/; https://help.surveymonkey.com/en/surveymonkey/send/ip-tracking/; https://help.surveymonkey.com/en/surveymonkey/send/allowing-multiple-responses/; https://help.surveymonkey.com/en/surveymonkey/send/editing-survey-responses/; https://help.surveymonkey.com/en/surveymonkey/analyze/response-ids/,Making Responses Anonymous | SurveyMonkey Help; Tracking Respondents; Viewing Individual Responses; Clearing or Deleting Responses; Getting Anonymous Feedback; Enterprise Settings; IP Tracking; Allowing Multiple Responses; Editing Survey Responses; Does each respondent get assigned a response ID?,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
how to delete a survey,https://help.surveymonkey.com/en/surveymonkey/manage/survey-deletion/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/manage/survey-deletion/; https://help.surveymonkey.com/en/surveymonkey/manage/deleting-responses/; https://help.surveymonkey.com/en/surveymonkey/create/deleting-questions/; https://help.surveymonkey.com/en/surveymonkey/manage/editing-live-surveys/; https://help.surveymonkey.com/en/surveymonkey/site/surveymonkey-app-faq/; https://help.surveymonkey.com/en/surveymonkey/send/custom-thank-you/; https://help.surveymonkey.com/en/surveymonkey/manage/managing-surveys/; https://help.surveymonkey.com/en/surveymonkey/create/survey-title/; https://help.surveymonkey.com/en/surveymonkey/create/survey-end-page/; https://help.surveymonkey.com/en/surveymonkey/send/survey-completion-issue/,Deleting a Survey; Clearing or Deleting Responses; Deleting a Question; Editing a Live Survey | SurveyMonkey Help; SurveyMonkey App FAQs; Adding a Custom Thank You; Managing Your Surveys; Changing the Survey Title; Survey End Page; Survey Takers Canât Complete My Survey,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
randomize order of survey questions,https://help.surveymonkey.com/en/surveymonkey/create/question-page-randomization/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/create/question-page-randomization/; https://help.surveymonkey.com/en/surveymonkey/create/randomizing-answers/; https://help.surveymonkey.com/en/wufoo/build/randomize-answers/; https://help.surveymonkey.com/en/surveymonkey/analyze/out-of-order-responses/; https://help.surveymonkey.com/en/surveymonkey/create/ranking-question/; https://help.surveymonkey.com/en/apply/build/ranking-question/; https://help.surveymonkey.com/en/surveymonkey/create/page-question-numbering/; https://help.surveymonkey.com/en/surveymonkey/create/question-size-layout/; https://help.surveymonkey.com/en/surveymonkey/create/one-question-at-a-time/; https://help.surveymonkey.com/en/surveymonkey/create/logic-options/,"Question & Page Randomization; Sorting, Randomizing, or Flipping Answer Choices; Randomizing Answer Choices; Responses Are Out of Order; Ranking Question; Ranking Question; Page and Question Numbering; Changing the Question Size and Layout; One Question at a Time; Logic Features",1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
add progress bar to my survey,https://help.surveymonkey.com/en/surveymonkey/create/progress-bar/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/create/progress-bar/; https://help.surveymonkey.com/en/getfeedback/channels/web-widgets/; https://help.surveymonkey.com/en/surveymonkey/create/one-question-at-a-time/; https://help.surveymonkey.com/en/getfeedback/channels/email-embed/; https://help.surveymonkey.com/en/surveymonkey/create/adding-rewards/; https://help.surveymonkey.com/en/surveymonkey/create/running-total/; https://help.surveymonkey.com/en/surveymonkey/teams/custom-css/; https://help.surveymonkey.com/en/getfeedback/channels/web-overlay/; https://help.surveymonkey.com/en/surveymonkey/create/managing-pages/; https://help.surveymonkey.com/en/surveymonkey/create/themes/,Progress Bar | SurveyMonkey Help; In-Page Widgets; One Question at a Time; One-touch Surveys; Can I add a reward to my survey?; Can I create a question that sums the numbers or shows a running total?; Use CSS to Style Your Survey; Web Overlay Surveys (Modals); Adding and Managing Pages; Using Themes to Style Surveys,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
how to preview survey before sending,https://help.surveymonkey.com/en/surveymonkey/create/previewing-testing/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/create/previewing-testing/; https://help.surveymonkey.com/en/getfeedback/builder/preview-draft-mode/; https://help.surveymonkey.com/en/surveymonkey/send/composing-email-invitations/; https://help.surveymonkey.com/en/surveymonkey/send/answers-already-selected/; https://help.surveymonkey.com/en/surveymonkey/send/confirmation-email/; https://help.surveymonkey.com/en/surveymonkey/create/forms/; https://help.surveymonkey.com/en/surveymonkey/analyze/commenting/; https://help.surveymonkey.com/en/getfeedback/channels/send-to-a-list/; https://help.surveymonkey.com/en/surveymonkey/send/embedding-questions/; https://help.surveymonkey.com/en/surveymonkey/send/editing-survey-responses/,"Previewing, Testing, and Reviewing Surveys; Preview and Draft Mode; Composing Email Invitations; Why are answers already selected when I try to take a survey?; Sending Confirmation Emails; Getting Started with Forms; Getting Feedback on Surveys and Results; Email to a List; Embedding Questions in Email Invitations; Editing Survey Responses",1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
how to A/B test a survey,https://help.surveymonkey.com/en/surveymonkey/create/ab-tests/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/create/ab-tests/; https://help.surveymonkey.com/en/surveymonkey/solutions/concept-testing/; https://help.surveymonkey.com/en/surveymonkey/create/previewing-testing/; https://help.surveymonkey.com/en/getfeedback/integrations/ab-tasty-integration/; https://help.surveymonkey.com/en/getfeedback/channels/email-embed/; https://help.surveymonkey.com/en/surveymonkey/analyze/compare-rules/; https://help.surveymonkey.com/en/surveymonkey/create/survey-tips/; https://help.surveymonkey.com/en/surveymonkey/solutions/audience-guidelines/; https://help.surveymonkey.com/en/surveymonkey/manage/copying-surveys/; https://help.surveymonkey.com/en/getfeedback/builder/preview-draft-mode/,"A/B Tests (Random Assignment); Creative and Concept Testing Solutions; Previewing, Testing, and Reviewing Surveys; AB Tasty Integration; One-touch Surveys; Comparing Survey Results; 5 Tips for Writing a Great Survey; SurveyMonkey Audience Design Guidelines; Copying a Survey | SurveyMonkey Help; Preview and Draft Mode",1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
do you have a nonprofit discount,https://help.surveymonkey.com/en/surveymonkey/billing/discounts/,True,2.0,https://help.surveymonkey.com/en/wufoo/account/non-profit-discount/; https://help.surveymonkey.com/en/surveymonkey/billing/discounts/; https://help.surveymonkey.com/en/surveymonkey/solutions/surveymonkey-contribute/; https://help.surveymonkey.com/en/surveymonkey/billing/surveymonkey-vendors/; https://help.surveymonkey.com/en/surveymonkey/teams/expert-services/; https://help.surveymonkey.com/en/wufoo/account/taxes-vat/; https://help.surveymonkey.com/en/surveymonkey/billing/taxes/; https://help.surveymonkey.com/en/surveymonkey/billing/surveymonkey-plans/; https://help.surveymonkey.com/en/wufoo/account/your-new-plan/; https://help.surveymonkey.com/en/getfeedback/account/payment-options/,Wufoo Non-Profit Discount; Discounts; SurveyMonkey Contribute; Setting Up SurveyMonkey as a Vendor; Professional Services; Taxes on Wufoo Purchases; Taxes on SurveyMonkey Purchases; SurveyMonkey Plans; Your New Wufoo Plan; Payment Options,0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,0.5
transfer survey to another account,https://help.surveymonkey.com/en/surveymonkey/manage/transferring-surveys/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/manage/transferring-surveys/; https://help.surveymonkey.com/en/surveymonkey/manage/sending-survey-copies/; https://help.surveymonkey.com/en/surveymonkey/teams/manage-your-teams-surveys/; https://help.surveymonkey.com/en/getfeedback/account/sharing-surveys/; https://help.surveymonkey.com/en/surveymonkey/teams/account-control/; https://help.surveymonkey.com/en/apply/monitor/transfer-app-ownership/; https://help.surveymonkey.com/en/surveymonkey/manage/copying-surveys/; https://help.surveymonkey.com/en/surveymonkey/account/email-username-password/; https://help.surveymonkey.com/en/surveymonkey/create/copying-moving-questions/; https://help.surveymonkey.com/en/surveymonkey/account/surveymonkey-login-updates/,Transferring Surveys to Another Account; Sending a Copy of a Survey to Another Account; Manage Your Teamâs Surveys; Sharing and Transferring Surveys; Account Control; How to Transfer Ownership of an Application; Copying a Survey | SurveyMonkey Help; Your Login Details; Copying or Moving Questions; SurveyMonkey Login Updates,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
how to use AI to summarize responses,https://help.surveymonkey.com/en/surveymonkey/analyze/analyze-with-ai/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/analyze/analyze-with-ai/; https://help.surveymonkey.com/en/surveymonkey/analyze/analyzing-text-responses/; https://help.surveymonkey.com/en/surveymonkey/create/build-with-ai/; https://help.surveymonkey.com/en/surveymonkey/analyze/sentiment-analysis/; https://help.surveymonkey.com/en/surveymonkey/account/ai-feature-access/; https://help.surveymonkey.com/en/surveymonkey/analyze/thematic-analysis/; https://help.surveymonkey.com/en/surveymonkey/analyze/analyzing-results/; https://help.surveymonkey.com/en/surveymonkey/analyze/viewing-comments/; https://help.surveymonkey.com/en/surveymonkey/analyze/tagging-responses/; https://help.surveymonkey.com/en/surveymonkey/new/release-notes-november-2024/,Get Quick Insights with Analyze with AI | SurveyMonkey Help; Analyzing Text Responses; Build Surveys with AI; Sentiment Analysis; Managing AI Feature Access; Thematic Analysis; How to Analyze Results; Viewing a Specific Comment in the Analysis; Tagging Responses; Release Notes â November 2024,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
make a quiz with right and wrong answers,https://help.surveymonkey.com/en/surveymonkey/create/quizzes/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/create/quizzes/; https://help.surveymonkey.com/en/surveymonkey/create/trap-questions/; https://help.surveymonkey.com/en/surveymonkey/create/trap-questions/; https://help.surveymonkey.com/en/surveymonkey/create/multiple-choice/; https://help.surveymonkey.com/en/apply/build/ranking-question/; https://help.surveymonkey.com/en/apply/build/checkbox-question/; https://help.surveymonkey.com/en/surveymonkey/create/dropdown/; https://help.surveymonkey.com/en/apply/build/dropdown-question/; https://help.surveymonkey.com/en/surveymonkey/create/randomizing-answers/; https://help.surveymonkey.com/en/surveymonkey/create/editing-questions/,"Quizzes; Trap Questions; Trap Questions | SurveyMonkey Help; Multiple Choice Question; Ranking Question; Checkbox Question; Dropdown Question; Dropdown Question; Sorting, Randomizing, or Flipping Answer Choices; Adding and Editing Questions",1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
how to split traffic between two surveys,https://help.surveymonkey.com/en/surveymonkey/manage/merging-surveys/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/manage/merging-surveys/; https://help.surveymonkey.com/en/surveymonkey/manage/transferring-surveys/; https://help.surveymonkey.com/en/surveymonkey/manage/sending-survey-copies/; https://help.surveymonkey.com/en/surveymonkey/solutions/audience-custom-balancing/; https://help.surveymonkey.com/en/getfeedback/account/sharing-surveys/; https://help.surveymonkey.com/en/surveymonkey/send/survey-completion-issue/; https://help.surveymonkey.com/en/surveymonkey/solutions/audience-additional-settings/; https://help.surveymonkey.com/en/surveymonkey/teams/manage-your-teams-surveys/; https://help.surveymonkey.com/en/surveymonkey/send/allowing-multiple-responses/; https://help.surveymonkey.com/en/getfeedback/builder/resuming-incomplete-surveys/,Can I merge surveys or survey results?; Transferring Surveys to Another Account; Sending a Copy of a Survey to Another Account; SurveyMonkey Audience Custom Balancing; Sharing and Transferring Surveys; Survey Takers Canât Complete My Survey; SurveyMonkey Audience: Additional Targeting Settings; Manage Your Teamâs Surveys; Allowing Multiple Responses; Resuming Incomplete Surveys,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
what is a web link collector,https://help.surveymonkey.com/en/surveymonkey/send/web-link-collector/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/send/web-link-collector/; https://help.surveymonkey.com/en/surveymonkey/send/recurring-surveys/; https://help.surveymonkey.com/en/surveymonkey/send/social-media-collector/; https://help.surveymonkey.com/en/surveymonkey/send/custom-survey-links/; https://help.surveymonkey.com/en/surveymonkey/send/website-collector/; https://help.surveymonkey.com/en/surveymonkey/send/collector-options/; https://help.surveymonkey.com/en/surveymonkey/getting-started/sending-your-survey/; https://help.surveymonkey.com/en/wufoo/share/form-links/; https://help.surveymonkey.com/en/surveymonkey/send/custom-variables/; https://help.surveymonkey.com/en/surveymonkey/create/adding-hyperlinks/,Creating a Web Link for Your Survey | SurveyMonkey Help; Recurring Web Link Surveys; Share Your Survey on Social Media; Customizing Survey Links; Embedding Your Survey or Form on a Website | SurveyMonkey Help; Managing Survey Collector Options; Ways to Send Your Survey; Sharing a Link to Your Form; Custom Variables; Adding a Hyperlink,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
how to test a survey before going live,https://help.surveymonkey.com/en/surveymonkey/create/previewing-testing/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/create/previewing-testing/; https://help.surveymonkey.com/en/getfeedback/builder/preview-draft-mode/; https://help.surveymonkey.com/en/surveymonkey/manage/editing-live-surveys/; https://help.surveymonkey.com/en/apply/getting-started/site-checklist/; https://help.surveymonkey.com/en/getfeedback/programs/kiosk-surveys/; https://help.surveymonkey.com/en/surveymonkey/create/survey-tips/; https://help.surveymonkey.com/en/getfeedback/channels/web-overlay/; https://help.surveymonkey.com/en/getfeedback/channels/send-to-a-list/; https://help.surveymonkey.com/en/surveymonkey/send/survey-completion-issue/; https://help.surveymonkey.com/en/surveymonkey/create/survey-introduction/,"Previewing, Testing, and Reviewing Surveys; Preview and Draft Mode; Editing a Live Survey | SurveyMonkey Help; New Site Checklist; Kiosk Surveys; 5 Tips for Writing a Great Survey; Web Overlay Surveys (Modals); Email to a List; Survey Takers Canât Complete My Survey; Survey Introductions",1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
enable verification on survey,https://help.surveymonkey.com/en/surveymonkey/send/sender-email-address/,True,7.0,https://help.surveymonkey.com/en/surveymonkey/getting-started/saved-devices/; https://help.surveymonkey.com/en/surveymonkey/send/confirmation-email/; https://help.surveymonkey.com/en/surveymonkey/site/supported-browsers/; https://help.surveymonkey.com/en/surveymonkey/policy/irb-guidelines/; https://help.surveymonkey.com/en/surveymonkey/getting-started/logging-in/; https://help.surveymonkey.com/en/getfeedback/channels/web-overlay/; https://help.surveymonkey.com/en/surveymonkey/send/sender-email-address/; https://help.surveymonkey.com/en/surveymonkey/create/required-questions/; https://help.surveymonkey.com/en/surveymonkey/teams/single-sign-on/; https://help.surveymonkey.com/en/surveymonkey/send/survey-completion-issue/,Device Registration; Sending Confirmation Emails; Supported Browsers; SurveyMonkey and IRB Guidelines; Logging in to Your Account; Web Overlay Surveys (Modals); Sender Email Address & Verification; Making Survey Questions Required; Single Sign-On (SSO); Survey Takers Canât Complete My Survey,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.14285714285714285
view summary of all survey answers,https://help.surveymonkey.com/en/surveymonkey/manage/survey-summary/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/manage/survey-summary/; https://help.surveymonkey.com/en/surveymonkey/analyze/viewing-comments/; https://help.surveymonkey.com/en/surveymonkey/analyze/exporting-individual-questions/; https://help.surveymonkey.com/en/surveymonkey/analyze/analyzing-results/; https://help.surveymonkey.com/en/surveymonkey/analyze/pdf-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/individual-responses/; https://help.surveymonkey.com/en/getfeedback/insights/responses-explorer/; https://help.surveymonkey.com/en/surveymonkey/analyze/xls-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/spss-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/export-examples/,Viewing Your Survey Summary; Viewing a Specific Comment in the Analysis; Exporting an Individual Question; How to Analyze Results; PDF Exports | SurveyMonkey Help; Viewing Individual Responses; Responses Explorer; XLS (Excel) Exports; SPSS Exports; Export Examples,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
is SurveyMonkey HIPAA compliant,https://help.surveymonkey.com/en/surveymonkey/policy/hipaa/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/policy/hipaa/; https://help.surveymonkey.com/en/surveymonkey/policy/irb-guidelines/; https://help.surveymonkey.com/en/surveymonkey/policy/collecting-sensitive-information/; https://help.surveymonkey.com/en/surveymonkey/policy/data-collection-privacy/; https://help.surveymonkey.com/en/surveymonkey/create/consent-statements-privacy-notices/; https://help.surveymonkey.com/en/surveymonkey/policy/citing-surveymonkey/; https://help.surveymonkey.com/en/surveymonkey/policy/data-processing-agreements-eu/; https://help.surveymonkey.com/en/surveymonkey/policy/privacy-rights/; https://help.surveymonkey.com/en/surveymonkey/send/facebook-messenger/; https://help.surveymonkey.com/en/surveymonkey/policy/audience-policies/,"HIPAA Compliance and SurveyMonkey; SurveyMonkey and IRB Guidelines; Can I ask for credit card details, SSNs, or other personal information?; Data Collection and Privacy Best Practices; Adding a Consent Statement or Privacy Notice; Citing SurveyMonkey or SurveyMonkey Audience; Data Processing Agreements, Storage, and Transfers (EU); SurveyMonkey and Privacy Rights; Sharing Surveys in Facebook Messenger; SurveyMonkey Audience Policies",1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
where is my survey data stored,https://help.surveymonkey.com/en/surveymonkey/policy/surveymonkey-data/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/policy/surveymonkey-data/; https://help.surveymonkey.com/en/surveymonkey/manage/managing-surveys/; https://help.surveymonkey.com/en/surveymonkey/analyze/finding-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/xls-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/spss-exports/; https://help.surveymonkey.com/en/surveymonkey/policy/data-processing-agreements-eu/; https://help.surveymonkey.com/en/surveymonkey/manage/survey-summary/; https://help.surveymonkey.com/en/surveymonkey/site/anywhere-faq/; https://help.surveymonkey.com/en/surveymonkey/policy/data-collection-privacy/; https://help.surveymonkey.com/en/surveymonkey/send/response-recording/,"Your SurveyMonkey Data; Managing Your Surveys; Where do my exports go after I download them?; XLS (Excel) Exports; SPSS Exports; Data Processing Agreements, Storage, and Transfers (EU); Viewing Your Survey Summary; SurveyMonkey Anywhere FAQs; Data Collection and Privacy Best Practices; How do I know my responses were recorded?",1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
