Query,Expected Article (URL),Match Found,Rank (if found),Top Results (URLs),Top Result Titles,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10,MRR
export results by question,https://help.surveymonkey.com/en/surveymonkey/analyze/exporting-individual-questions/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/analyze/exporting-individual-questions/; https://help.surveymonkey.com/en/surveymonkey/analyze/pdf-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/csv-exports/; https://help.surveymonkey.com/en/surveymonkey/manage/merging-surveys/; https://help.surveymonkey.com/en/surveymonkey/analyze/analyzing-results/; https://help.surveymonkey.com/en/surveymonkey/analyze/xls-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/spss-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/compare-rules/; https://help.surveymonkey.com/en/surveymonkey/analyze/ppt-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/export-examples/,Exporting an Individual Question; PDF Exports | SurveyMonkey Help; CSV Exports; Can I merge surveys or survey results?; How to Analyze Results; XLS (Excel) Exports; SPSS Exports; Comparing Survey Results; PPT (PowerPoint) Exports; Export Examples,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
how do I view individual responses,https://help.surveymonkey.com/en/surveymonkey/analyze/individual-responses/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/analyze/individual-responses/; https://help.surveymonkey.com/en/surveymonkey/analyze/out-of-order-responses/; https://help.surveymonkey.com/en/surveymonkey/analyze/analyzing-results/; https://help.surveymonkey.com/en/surveymonkey/analyze/viewing-comments/; https://help.surveymonkey.com/en/surveymonkey/analyze/pdf-exports/; https://help.surveymonkey.com/en/surveymonkey/manage/deleting-responses/; https://help.surveymonkey.com/en/surveymonkey/analyze/export-examples/; https://help.surveymonkey.com/en/getfeedback/insights/responses-explorer/; https://help.surveymonkey.com/en/surveymonkey/send/editing-survey-responses/; https://help.surveymonkey.com/en/surveymonkey/analyze/tagging-responses/,Viewing Individual Responses; Responses Are Out of Order; How to Analyze Results; Viewing a Specific Comment in the Analysis; PDF Exports | SurveyMonkey Help; Clearing or Deleting Responses; Export Examples; Responses Explorer; Editing Survey Responses; Tagging Responses,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
filter responses by custom variable,https://help.surveymonkey.com/en/surveymonkey/analyze/filter-rules/,True,5.0,https://help.surveymonkey.com/en/getfeedback/insights/workspaces-metadata-filter/; https://help.surveymonkey.com/en/getfeedback/insights/filter-results/; https://help.surveymonkey.com/en/surveymonkey/send/custom-variables/; https://help.surveymonkey.com/en/getfeedback/builder/custom-variables/; https://help.surveymonkey.com/en/surveymonkey/analyze/filter-rules/; https://help.surveymonkey.com/en/apply/monitor/app-filters/; https://help.surveymonkey.com/en/getfeedback/insights/responses-explorer/; https://help.surveymonkey.com/en/apply/monitor/user-filters/; https://help.surveymonkey.com/en/getfeedback/insights/workspaces-score-filter/; https://help.surveymonkey.com/en/getfeedback/zendesk/zendesk-custom-mapping/,Filtering by Metadata in Workspaces; Filtering Your Results; Custom Variables; Custom Variables; Filtering Survey Results; How to Filter Applications; Responses Explorer; How to Filter Users; Filtering by Score Questions in Workspaces; Zendesk Custom Mapping,0.0,0.0,0.0,0.0,0.2,1.0,0.1,1.0,0.2
how to switch from monthly to yearly billing,https://help.surveymonkey.com/en/surveymonkey/billing/monthly-payment-option/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/billing/monthly-payment-option/; https://help.surveymonkey.com/en/wufoo/account/account-entry-limits/; https://help.surveymonkey.com/en/wufoo/account/upgrade-your-plan/; https://help.surveymonkey.com/en/surveymonkey/billing/automatic-renewals/; https://help.surveymonkey.com/en/surveymonkey/billing/invoice-billing/; https://help.surveymonkey.com/en/surveymonkey/billing/auto-renew/; https://help.surveymonkey.com/en/wufoo/account/billing-info/; https://help.surveymonkey.com/en/surveymonkey/billing/billing-currency/; https://help.surveymonkey.com/en/getfeedback/account/cancellation-policy/; https://help.surveymonkey.com/en/surveymonkey/billing/team-billing/,Monthly Payment Option; Your Account’s Monthly Entry Limit; How to Sign Up or Upgrade; Why was I charged again?; How to Pay by Invoice; Auto-Renew; Your Billing Information; Billing Currency; GetFeedback Cancellation Policy; Team Billing,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
can I copy questions from one survey to another,https://help.surveymonkey.com/en/surveymonkey/manage/copying-surveys/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/manage/copying-surveys/; https://help.surveymonkey.com/en/surveymonkey/create/copying-moving-questions/; https://help.surveymonkey.com/en/surveymonkey/manage/sending-survey-copies/; https://help.surveymonkey.com/en/surveymonkey/create/editing-questions/; https://help.surveymonkey.com/en/surveymonkey/create/bulk-answer-choices/; https://help.surveymonkey.com/en/surveymonkey/create/trap-questions/; https://help.surveymonkey.com/en/surveymonkey/create/trap-questions/; https://help.surveymonkey.com/en/surveymonkey/solutions/audience-guidelines/; https://help.surveymonkey.com/en/surveymonkey/manage/editing-live-surveys/; https://help.surveymonkey.com/en/surveymonkey/create/survey-score/,Copying a Survey | SurveyMonkey Help; Copying or Moving Questions; Sending a Copy of a Survey to Another Account; Adding and Editing Questions; Adding Answer Choices in Bulk; Trap Questions; Trap Questions | SurveyMonkey Help; SurveyMonkey Audience Design Guidelines; Editing a Live Survey | SurveyMonkey Help; Scoring Your Survey,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
can I integrate SurveyMonkey with Mailchimp,https://help.surveymonkey.com/en/surveymonkey/integrations/mailchimp-integration/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/integrations/mailchimp-integration/; https://help.surveymonkey.com/en/surveymonkey/integrations/zapier/; https://help.surveymonkey.com/en/surveymonkey/integrations/surveymonkey-api/; https://help.surveymonkey.com/en/wufoo/integrations/integrations-overview/; https://help.surveymonkey.com/en/apply/advanced/salesforce-integration/; https://help.surveymonkey.com/en/surveymonkey/create/importing-surveys/; https://help.surveymonkey.com/en/surveymonkey/integrations/surveymonkey-salesforce-app/; https://help.surveymonkey.com/en/apply/advanced/salesforce-v4-integration/; https://help.surveymonkey.com/en/getfeedback/builder/link-builder/; https://help.surveymonkey.com/en/surveymonkey/integrations/zendesk-integration/,Sending Surveys via Mailchimp; Using Zapier with SurveyMonkey; SurveyMonkey API; Integrations; How to Add a Salesforce Integration; Can I upload or import a survey?; Using SurveyMonkey for Salesforce; How to Add a Salesforce V4 Integration; Using the Link Builder to Add Merge Fields; Zendesk Integration,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
can I add a reward for my survey,https://help.surveymonkey.com/en/surveymonkey/create/adding-rewards/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/create/adding-rewards/; https://help.surveymonkey.com/en/surveymonkey/site/rewards-faq/; https://help.surveymonkey.com/en/surveymonkey/policy/audience-policies/; https://help.surveymonkey.com/en/surveymonkey/send/survey-completion-issue/; https://help.surveymonkey.com/en/surveymonkey/solutions/surveymonkey-contribute/; https://help.surveymonkey.com/en/getfeedback/builder/survey-builder/; https://help.surveymonkey.com/en/surveymonkey/send/custom-thank-you/; https://help.surveymonkey.com/en/surveymonkey/create/survey-branding/; https://help.surveymonkey.com/en/surveymonkey/create/adding-logos/; https://help.surveymonkey.com/en/surveymonkey/create/survey-introduction/,Can I add a reward to my survey?; SurveyMonkey Rewards FAQs; SurveyMonkey Audience Policies; Survey Takers Can’t Complete My Survey; SurveyMonkey Contribute; Survey Builder; Adding a Custom Thank You; Branding Your Survey; Adding or Editing a Logo to Your Survey Design; Survey Introductions,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
make responses anonymous,https://help.surveymonkey.com/en/surveymonkey/send/anonymous-responses/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/send/anonymous-responses/; https://help.surveymonkey.com/en/getfeedback/account/anonymous-feedback/; https://help.surveymonkey.com/en/surveymonkey/send/tracking-respondents/; https://help.surveymonkey.com/en/surveymonkey/teams/enterprise-settings/; https://help.surveymonkey.com/en/surveymonkey/policy/data-collection-privacy/; https://help.surveymonkey.com/en/surveymonkey/analyze/individual-responses/; https://help.surveymonkey.com/en/surveymonkey/create/survey-introduction/; https://help.surveymonkey.com/en/surveymonkey/send/facebook-messenger/; https://help.surveymonkey.com/en/surveymonkey/manage/deleting-responses/; https://help.surveymonkey.com/en/surveymonkey/send/ip-tracking/,Making Responses Anonymous | SurveyMonkey Help; Getting Anonymous Feedback; Tracking Respondents; Enterprise Settings; Data Collection and Privacy Best Practices; Viewing Individual Responses; Survey Introductions; Sharing Surveys in Facebook Messenger; Clearing or Deleting Responses; IP Tracking,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
how to delete a survey,https://help.surveymonkey.com/en/surveymonkey/manage/survey-deletion/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/manage/survey-deletion/; https://help.surveymonkey.com/en/surveymonkey/manage/managing-surveys/; https://help.surveymonkey.com/en/surveymonkey/manage/deleting-responses/; https://help.surveymonkey.com/en/apply/build/delete-task/; https://help.surveymonkey.com/en/surveymonkey/site/anywhere-faq/; https://help.surveymonkey.com/en/surveymonkey/send/offline-mode/; https://help.surveymonkey.com/en/apply/build/delete-stage/; https://help.surveymonkey.com/en/surveymonkey/manage/editing-live-surveys/; https://help.surveymonkey.com/en/surveymonkey/create/deleting-questions/; https://help.surveymonkey.com/en/surveymonkey/getting-started/sending-your-survey/,Deleting a Survey; Managing Your Surveys; Clearing or Deleting Responses; How to Delete a Task; SurveyMonkey Anywhere FAQs; Offline Mode; How to Delete a Stage; Editing a Live Survey | SurveyMonkey Help; Deleting a Question; Ways to Send Your Survey,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
randomize order of survey questions,https://help.surveymonkey.com/en/surveymonkey/create/question-page-randomization/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/create/question-page-randomization/; https://help.surveymonkey.com/en/surveymonkey/create/randomizing-answers/; https://help.surveymonkey.com/en/wufoo/build/randomize-answers/; https://help.surveymonkey.com/en/surveymonkey/create/logic-options/; https://help.surveymonkey.com/en/surveymonkey/create/required-questions/; https://help.surveymonkey.com/en/surveymonkey/create/question-bank/; https://help.surveymonkey.com/en/surveymonkey/create/survey-introduction/; https://help.surveymonkey.com/en/surveymonkey/create/ranking-question/; https://help.surveymonkey.com/en/surveymonkey/send/embedding-questions/; https://help.surveymonkey.com/en/surveymonkey/analyze/out-of-order-responses/,"Question & Page Randomization; Sorting, Randomizing, or Flipping Answer Choices; Randomizing Answer Choices; Logic Features; Making Survey Questions Required; Question Bank; Survey Introductions; Ranking Question; Embedding Questions in Email Invitations; Responses Are Out of Order",1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
add progress bar to my survey,https://help.surveymonkey.com/en/surveymonkey/create/progress-bar/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/create/progress-bar/; https://help.surveymonkey.com/en/surveymonkey/create/one-question-at-a-time/; https://help.surveymonkey.com/en/getfeedback/channels/web-widgets/; https://help.surveymonkey.com/en/wufoo/build/multi-page-forms/; https://help.surveymonkey.com/en/surveymonkey/create/themes/; https://help.surveymonkey.com/en/surveymonkey/manage/survey-summary/; https://help.surveymonkey.com/en/surveymonkey/site/system-messages/; https://help.surveymonkey.com/en/surveymonkey/create/adding-rewards/; https://help.surveymonkey.com/en/surveymonkey/solutions/audience-guidelines/; https://help.surveymonkey.com/en/surveymonkey/analyze/response-statuses/,Progress Bar | SurveyMonkey Help; One Question at a Time; In-Page Widgets; Forms with Multiple Pages; Using Themes to Style Surveys; Viewing Your Survey Summary; Survey Design System Messages; Can I add a reward to my survey?; SurveyMonkey Audience Design Guidelines; Survey Response Statuses,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
how to preview survey before sending,https://help.surveymonkey.com/en/surveymonkey/create/previewing-testing/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/create/previewing-testing/; https://help.surveymonkey.com/en/getfeedback/builder/preview-draft-mode/; https://help.surveymonkey.com/en/surveymonkey/create/return-to-work/; https://help.surveymonkey.com/en/surveymonkey/manage/printing-survey-pdfs/; https://help.surveymonkey.com/en/surveymonkey/create/using-templates/; https://help.surveymonkey.com/en/surveymonkey/manage/managing-surveys/; https://help.surveymonkey.com/en/surveymonkey/solutions/audience-guidelines/; https://help.surveymonkey.com/en/surveymonkey/manage/finding-surveys/; https://help.surveymonkey.com/en/surveymonkey/send/embedding-questions/; https://help.surveymonkey.com/en/surveymonkey/create/symptom-tracking-survey/,"Previewing, Testing, and Reviewing Surveys; Preview and Draft Mode; Return to Work Solutions; Printing a PDF of a Survey; Creating Surveys from Templates | SurveyMonkey Help; Managing Your Surveys; SurveyMonkey Audience Design Guidelines; Finding a Survey; Embedding Questions in Email Invitations; Covid-19 Symptom Tracking Survey",1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
how to A/B test a survey,https://help.surveymonkey.com/en/surveymonkey/create/ab-tests/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/create/ab-tests/; https://help.surveymonkey.com/en/surveymonkey/create/previewing-testing/; https://help.surveymonkey.com/en/getfeedback/builder/preview-draft-mode/; https://help.surveymonkey.com/en/surveymonkey/solutions/response-rate/; https://help.surveymonkey.com/en/surveymonkey/create/survey-tips/; https://help.surveymonkey.com/en/surveymonkey/solutions/audience-guidelines/; https://help.surveymonkey.com/en/apply/faqs/test-apply-site/; https://help.surveymonkey.com/en/getfeedback/builder/survey-builder/; https://help.surveymonkey.com/en/surveymonkey/create/advanced-piping/; https://help.surveymonkey.com/en/surveymonkey/analyze/compare-rules/,"A/B Tests (Random Assignment); Previewing, Testing, and Reviewing Surveys; Preview and Draft Mode; Response Rate; 5 Tips for Writing a Great Survey; SurveyMonkey Audience Design Guidelines; How to Test your SM Apply Site; Survey Builder; Advanced Piping; Comparing Survey Results",1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
do you have a nonprofit discount,https://help.surveymonkey.com/en/surveymonkey/billing/discounts/,True,2.0,https://help.surveymonkey.com/en/wufoo/account/non-profit-discount/; https://help.surveymonkey.com/en/surveymonkey/billing/discounts/; https://help.surveymonkey.com/en/wufoo/account/your-new-plan/; https://help.surveymonkey.com/en/surveymonkey/billing/taxes/; https://help.surveymonkey.com/en/wufoo/account/taxes-vat/; https://help.surveymonkey.com/en/surveymonkey/solutions/surveymonkey-contribute/; https://help.surveymonkey.com/en/surveymonkey/billing/surveymonkey-vendors/; https://help.surveymonkey.com/en/surveymonkey/teams/expert-services/; https://help.surveymonkey.com/en/surveymonkey/billing/surveymonkey-plans/; https://help.surveymonkey.com/en/getfeedback/account/payment-options/,Wufoo Non-Profit Discount; Discounts; Your New Wufoo Plan; Taxes on SurveyMonkey Purchases; Taxes on Wufoo Purchases; SurveyMonkey Contribute; Setting Up SurveyMonkey as a Vendor; Professional Services; SurveyMonkey Plans; Payment Options,0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,0.5
transfer survey to another account,https://help.surveymonkey.com/en/surveymonkey/manage/transferring-surveys/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/manage/transferring-surveys/; https://help.surveymonkey.com/en/surveymonkey/manage/sending-survey-copies/; https://help.surveymonkey.com/en/getfeedback/account/sharing-surveys/; https://help.surveymonkey.com/en/surveymonkey/teams/manage-your-teams-surveys/; https://help.surveymonkey.com/en/surveymonkey/teams/user-report/; https://help.surveymonkey.com/en/surveymonkey/manage/managing-surveys/; https://help.surveymonkey.com/en/surveymonkey/teams/working-with-others/; https://help.surveymonkey.com/en/apply/monitor/transfer-app-ownership/; https://help.surveymonkey.com/en/surveymonkey/manage/finding-surveys/; https://help.surveymonkey.com/en/surveymonkey/policy/hipaa/,Transferring Surveys to Another Account; Sending a Copy of a Survey to Another Account; Sharing and Transferring Surveys; Manage Your Team’s Surveys; User Report; Managing Your Surveys; Working with Others on Surveys; How to Transfer Ownership of an Application; Finding a Survey; HIPAA Compliance and SurveyMonkey,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
how to use AI to summarize responses,https://help.surveymonkey.com/en/surveymonkey/analyze/analyze-with-ai/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/analyze/analyze-with-ai/; https://help.surveymonkey.com/en/surveymonkey/create/build-with-ai/; https://help.surveymonkey.com/en/surveymonkey/account/ai-feature-access/; https://help.surveymonkey.com/en/surveymonkey/analyze/analyzing-text-responses/; https://help.surveymonkey.com/en/surveymonkey/analyze/out-of-order-responses/; https://help.surveymonkey.com/en/surveymonkey/new/release-notes-november-2024/; https://help.surveymonkey.com/en/surveymonkey/analyze/thematic-analysis/; https://help.surveymonkey.com/en/surveymonkey/analyze/viewing-comments/; https://help.surveymonkey.com/en/surveymonkey/analyze/analyzing-results/; https://help.surveymonkey.com/en/surveymonkey/analyze/tagging-responses/,Get Quick Insights with Analyze with AI | SurveyMonkey Help; Build Surveys with AI; Managing AI Feature Access; Analyzing Text Responses; Responses Are Out of Order; Release Notes – November 2024; Thematic Analysis; Viewing a Specific Comment in the Analysis; How to Analyze Results; Tagging Responses,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
make a quiz with right and wrong answers,https://help.surveymonkey.com/en/surveymonkey/create/quizzes/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/create/quizzes/; https://help.surveymonkey.com/en/surveymonkey/create/dropdown/; https://help.surveymonkey.com/en/surveymonkey/create/editing-questions/; https://help.surveymonkey.com/en/surveymonkey/integrations/microsoft-teams-integration/; https://help.surveymonkey.com/en/surveymonkey/site/system-messages/; https://help.surveymonkey.com/en/surveymonkey/create/troubleshooting-skip-logic/; https://help.surveymonkey.com/en/surveymonkey/create/validating-text-fields/; https://help.surveymonkey.com/en/apply/features/eligibity-form/; https://help.surveymonkey.com/en/wufoo/build/limit-answer-range/; https://help.surveymonkey.com/en/surveymonkey/create/image-choice/,Quizzes; Dropdown Question; Adding and Editing Questions; Microsoft Teams Integration; Survey Design System Messages; Troubleshooting Skip Logic Issues; Validating Open-Ended Text Fields; How to Create an Eligibility Form; Limiting Answers to a Specific Range; Image Choice Question,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
how to split traffic between two surveys,https://help.surveymonkey.com/en/surveymonkey/manage/merging-surveys/,True,2.0,https://help.surveymonkey.com/en/apply/monitor/reviewer-portal/; https://help.surveymonkey.com/en/surveymonkey/manage/merging-surveys/; https://help.surveymonkey.com/en/surveymonkey/manage/transferring-surveys/; https://help.surveymonkey.com/en/surveymonkey/teams/manage-your-teams-surveys/; https://help.surveymonkey.com/en/surveymonkey/create/ab-tests/; https://help.surveymonkey.com/en/getfeedback/account/sharing-surveys/; https://help.surveymonkey.com/en/apply/getting-started/intro-reviews-assignments/; https://help.surveymonkey.com/en/surveymonkey/manage/managing-surveys/; https://help.surveymonkey.com/en/surveymonkey/send/can-i-time-surveys/; https://help.surveymonkey.com/en/getfeedback/channels/web-overlay/,Understanding the Reviewer Portal; Can I merge surveys or survey results?; Transferring Surveys to Another Account; Manage Your Team’s Surveys; A/B Tests (Random Assignment); Sharing and Transferring Surveys; Introduction to SurveyMonkey Apply: Reviews & Assignments; Managing Your Surveys; Can I time surveys?; Web Overlay Surveys (Modals),0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,0.5
what is a web link collector,https://help.surveymonkey.com/en/surveymonkey/send/web-link-collector/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/send/web-link-collector/; https://help.surveymonkey.com/en/surveymonkey/send/recurring-surveys/; https://help.surveymonkey.com/en/surveymonkey/send/social-media-collector/; https://help.surveymonkey.com/en/surveymonkey/send/custom-variables/; https://help.surveymonkey.com/en/surveymonkey/integrations/salesforce-link-encryption/; https://help.surveymonkey.com/en/surveymonkey/send/manual-entry/; https://help.surveymonkey.com/en/surveymonkey/getting-started/sending-your-survey/; https://help.surveymonkey.com/en/surveymonkey/send/collector-options/; https://help.surveymonkey.com/en/surveymonkey/send/custom-survey-links/; https://help.surveymonkey.com/en/surveymonkey/send/thumbnail-image-text/,Creating a Web Link for Your Survey | SurveyMonkey Help; Recurring Web Link Surveys; Share Your Survey on Social Media; Custom Variables; SurveyMonkey for Salesforce: Web Link Encryption; Manually Entering Survey Responses; Ways to Send Your Survey; Managing Survey Collector Options; Customizing Survey Links; Thumbnail Image & Text,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
how to test a survey before going live,https://help.surveymonkey.com/en/surveymonkey/create/previewing-testing/,True,2.0,https://help.surveymonkey.com/en/getfeedback/builder/preview-draft-mode/; https://help.surveymonkey.com/en/surveymonkey/create/previewing-testing/; https://help.surveymonkey.com/en/apply/faqs/test-apply-site/; https://help.surveymonkey.com/en/surveymonkey/manage/editing-live-surveys/; https://help.surveymonkey.com/en/apply/advanced/test-cas-sso/; https://help.surveymonkey.com/en/surveymonkey/create/ab-tests/; https://help.surveymonkey.com/en/surveymonkey/solutions/audience-guidelines/; https://help.surveymonkey.com/en/getfeedback/builder/survey-builder/; https://help.surveymonkey.com/en/surveymonkey/create/survey-tips/; https://help.surveymonkey.com/en/wufoo/build/live-forms/,"Preview and Draft Mode; Previewing, Testing, and Reviewing Surveys; How to Test your SM Apply Site; Editing a Live Survey | SurveyMonkey Help; How to Test Your CAS Single Sign On; A/B Tests (Random Assignment); SurveyMonkey Audience Design Guidelines; Survey Builder; 5 Tips for Writing a Great Survey; Editing a Live Form",0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,0.5
enable verification on survey,https://help.surveymonkey.com/en/surveymonkey/send/sender-email-address/,True,2.0,https://help.surveymonkey.com/en/surveymonkey/getting-started/logging-in/; https://help.surveymonkey.com/en/surveymonkey/send/sender-email-address/; https://help.surveymonkey.com/en/surveymonkey/site/enabling-cookies/; https://help.surveymonkey.com/en/surveymonkey/getting-started/saved-devices/; https://help.surveymonkey.com/en/surveymonkey/account/email-username-password/; https://help.surveymonkey.com/en/surveymonkey/send/survey-completion-issue/; https://help.surveymonkey.com/en/getfeedback/builder/enabling-html/; https://help.surveymonkey.com/en/surveymonkey/send/broken-survey-link/; https://help.surveymonkey.com/en/surveymonkey/manage/finding-surveys/; https://help.surveymonkey.com/en/getfeedback/channels/web-overlay/,Logging in to Your Account; Sender Email Address & Verification; How do I clear or enable cookies?; Device Registration; Your Login Details; Survey Takers Can’t Complete My Survey; Enabling HTML in the Survey Editor; Survey Link Doesn’t Work; Finding a Survey; Web Overlay Surveys (Modals),0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,0.5
view summary of all survey answers,https://help.surveymonkey.com/en/surveymonkey/manage/survey-summary/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/manage/survey-summary/; https://help.surveymonkey.com/en/getfeedback/insights/email-reports-dashboards/; https://help.surveymonkey.com/en/surveymonkey/analyze/pdf-exports/; https://help.surveymonkey.com/en/surveymonkey/analyze/analyzing-results/; https://help.surveymonkey.com/en/surveymonkey/analyze/export-examples/; https://help.surveymonkey.com/en/surveymonkey/analyze/exporting-individual-questions/; https://help.surveymonkey.com/en/surveymonkey/send/answers-already-selected/; https://help.surveymonkey.com/en/surveymonkey/create/symptom-tracking-survey/; https://help.surveymonkey.com/en/getfeedback/insights/filter-results/; https://help.surveymonkey.com/en/getfeedback/insights/responses-explorer/,Viewing Your Survey Summary; Email Summary Reports and Dashboards; PDF Exports | SurveyMonkey Help; How to Analyze Results; Export Examples; Exporting an Individual Question; Why are answers already selected when I try to take a survey?; Covid-19 Symptom Tracking Survey; Filtering Your Results; Responses Explorer,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
is SurveyMonkey HIPAA compliant,https://help.surveymonkey.com/en/surveymonkey/policy/hipaa/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/policy/hipaa/; https://help.surveymonkey.com/en/surveymonkey/policy/collecting-sensitive-information/; https://help.surveymonkey.com/en/surveymonkey/policy/irb-guidelines/; https://help.surveymonkey.com/en/surveymonkey/billing/teams/; https://help.surveymonkey.com/en/surveymonkey/teams/enterprise-feature-list/; https://help.surveymonkey.com/en/surveymonkey/send/facebook-messenger/; https://help.surveymonkey.com/en/surveymonkey/solutions/audience-for-academics/; https://help.surveymonkey.com/en/surveymonkey/policy/data-collection-privacy/; https://help.surveymonkey.com/en/surveymonkey/policy/privacy-rights/; https://help.surveymonkey.com/en/surveymonkey/policy/citing-surveymonkey/,"HIPAA Compliance and SurveyMonkey; Can I ask for credit card details, SSNs, or other personal information?; SurveyMonkey and IRB Guidelines; Teams; Learn about Enterprise Features; Sharing Surveys in Facebook Messenger; SurveyMonkey Audience for Academics; Data Collection and Privacy Best Practices; SurveyMonkey and Privacy Rights; Citing SurveyMonkey or SurveyMonkey Audience",1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
where is my survey data stored,https://help.surveymonkey.com/en/surveymonkey/policy/surveymonkey-data/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/policy/surveymonkey-data/; https://help.surveymonkey.com/en/surveymonkey/policy/data-collection-privacy/; https://help.surveymonkey.com/en/surveymonkey/site/site-maintenance/; https://help.surveymonkey.com/en/surveymonkey/policy/data-processing-agreements-eu/; https://help.surveymonkey.com/en/surveymonkey/send/custom-data/; https://help.surveymonkey.com/en/apply/faqs/apply-data-privacy/; https://help.surveymonkey.com/en/surveymonkey/send/offline-mode/; https://help.surveymonkey.com/en/surveymonkey/analyze/sharing-survey-results/; https://help.surveymonkey.com/en/surveymonkey/account/ai-feature-access/; https://help.surveymonkey.com/en/surveymonkey/policy/privacy-rights/,"Your SurveyMonkey Data; Data Collection and Privacy Best Practices; Planned Site Maintenance; Data Processing Agreements, Storage, and Transfers (EU); Using Custom Data to Store Contact Info; SurveyMonkey Apply Data & Privacy; Offline Mode; Sharing Survey Results; Managing AI Feature Access; SurveyMonkey and Privacy Rights",1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
can I set survey questions as required,https://help.surveymonkey.com/en/surveymonkey/create/required-questions/,True,1.0,https://help.surveymonkey.com/en/surveymonkey/create/required-questions/; https://help.surveymonkey.com/en/surveymonkey/analyze/respondents-skipping-questions/; https://help.surveymonkey.com/en/surveymonkey/create/survey-introduction/; https://help.surveymonkey.com/en/surveymonkey/create/survey-score/; https://help.surveymonkey.com/en/surveymonkey/analyze/missing-survey-responses/; https://help.surveymonkey.com/en/surveymonkey/solutions/audience-guidelines/; https://help.surveymonkey.com/en/surveymonkey/create/importing-surveys/; https://help.surveymonkey.com/en/surveymonkey/send/limiting-answer-choices/; https://help.surveymonkey.com/en/surveymonkey/create/design-character-limits/; https://help.surveymonkey.com/en/surveymonkey/create/yes-or-no-questions/,Making Survey Questions Required; Respondents Skipped Required Questions; Survey Introductions; Scoring Your Survey; Missing Survey Responses; SurveyMonkey Audience Design Guidelines; Can I upload or import a survey?; Limiting Responses to a Survey; Survey Design and Character Limits; Yes or No Questions,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0
